ship_mode,segment,region,category,quantity,discount,shipping_cost,order_priority,return
Second Class,Corporate,EMEA,Furniture,4,0.0,52.67,High,
Second Class,Consumer,Africa,Office Supplies,1,0.0,1.44,Medium,
Standard Class,Corporate,North,Furniture,5,0.2,22.52,Medium,
Standard Class,Corporate,South,Technology,7,0.4,178.48,Medium,
First Class,Consumer,EMEA,Office Supplies,1,0.0,2.58,Medium,
Standard Class,Consumer,Central,Office Supplies,2,0.0,15.11,Medium,
Standard Class,Consumer,Central,Technology,3,0.0,41.22,Medium,
Same Day,Consumer,Central,Office Supplies,3,0.4,10.16,High,
Standard Class,Consumer,West,Furniture,2,0.0,8.76,Medium,
Standard Class,Consumer,South,Office Supplies,7,0.0,49.26,Medium,
First Class,Corporate,South,Office Supplies,6,0.1,65.13,High,
Same Day,Consumer,Central,Office Supplies,3,0.4,4.42,High,
Standard Class,Corporate,South,Office Supplies,3,0.0,4.3,Medium,
Standard Class,Consumer,South,Office Supplies,1,0.1,7.81,Medium,
Second Class,Home Office,North,Furniture,5,0.7,125.48,High,
Standard Class,Home Office,North,Office Supplies,3,0.0,10.61,Medium,
Standard Class,Consumer,Caribbean,Technology,2,0.002,39.44,Medium,
Standard Class,Corporate,Central,Furniture,8,0.0,71.15,High,
Standard Class,Consumer,Central,Technology,2,0.0,2.76,Medium,
Second Class,Consumer,South,Office Supplies,3,0.2,0.55,High,
Standard Class,Corporate,South,Office Supplies,4,0.0,3.23,Medium,
Second Class,Consumer,South,Office Supplies,2,0.2,5.09,High,
Standard Class,Consumer,Central,Office Supplies,2,0.0,1.12,Medium,
Standard Class,Corporate,North,Technology,5,0.002,33.75,Medium,
First Class,Corporate,South,Furniture,2,0.0,53.81,High,
Standard Class,Corporate,Central,Office Supplies,2,0.2,0.14,Medium,
Standard Class,Consumer,Central,Furniture,3,0.0,28.46,Medium,
Standard Class,Consumer,South,Furniture,6,0.0,30.39,Medium,
Standard Class,Consumer,Caribbean,Furniture,2,0.0,15.56,Medium,
Standard Class,Consumer,Central,Technology,3,0.0,23.54,Medium,
Second Class,Consumer,South,Technology,5,0.2,4.17,High,
Same Day,Consumer,Central,Office Supplies,3,0.4,0.84,High,
Standard Class,Consumer,Central,Office Supplies,1,0.0,1.89,Medium,
Second Class,Consumer,West,Office Supplies,7,0.0,1.37,High,
Standard Class,Consumer,Oceania,Office Supplies,4,0.4,4.34,Medium,
Standard Class,Home Office,Central,Office Supplies,2,0.0,4.56,Medium,
Second Class,Home Office,Central,Office Supplies,1,0.0,6.02,High,
Standard Class,Consumer,Africa,Office Supplies,1,0.0,0.79,Medium,
Standard Class,Consumer,Oceania,Office Supplies,2,0.4,2.44,Medium,
Second Class,Corporate,EMEA,Office Supplies,1,0.6,0.12,Medium,
Standard Class,Corporate,Caribbean,Technology,8,0.7,8.74,High,
Second Class,Home Office,Caribbean,Furniture,2,0.2,6.68,High,
Second Class,Consumer,North,Furniture,2,0.3,6.5,Medium,
First Class,Home Office,EMEA,Office Supplies,1,0.6,0.88,Medium,
Standard Class,Home Office,Central,Furniture,3,0.0,58.34,Medium,
Standard Class,Corporate,Central,Office Supplies,3,0.0,9.58,Low,
Second Class,Consumer,North,Technology,4,0.0,27.97,Medium,
First Class,Consumer,EMEA,Office Supplies,6,0.0,35.86,High,
Standard Class,Corporate,Central,Office Supplies,2,0.1,3.68,Medium,
Second Class,Corporate,Central,Office Supplies,7,0.0,11.84,Critical,
Standard Class,Corporate,Caribbean,Office Supplies,1,0.4,0.85,High,
Second Class,Consumer,North,Technology,3,0.0,25.24,Medium,
First Class,Corporate,Africa,Furniture,1,0.7,3.26,Critical,
Standard Class,Consumer,East,Technology,5,0.0,2.41,Medium,
Second Class,Consumer,West,Office Supplies,2,0.0,44.93,High,
Second Class,Home Office,Caribbean,Technology,1,0.2,6.85,High,
Standard Class,Consumer,Oceania,Technology,5,0.4,30.71,Medium,
Standard Class,Consumer,Oceania,Technology,2,0.4,21.07,Medium,
Second Class,Home Office,Caribbean,Office Supplies,2,0.2,5.7,High,
Standard Class,Corporate,Central,Office Supplies,5,0.1,10.19,Medium,
Second Class,Consumer,North,Technology,2,0.0,7.34,Medium,
Second Class,Corporate,Central,Office Supplies,4,0.1,801.66,Critical,
First Class,Consumer,North,Furniture,10,0.4,27.1,Critical,
First Class,Consumer,South,Furniture,3,0.2,25.94,Medium,
Standard Class,Home Office,Caribbean,Office Supplies,4,0.2,3.8,Medium,
First Class,Home Office,East,Office Supplies,4,0.7,21.26,High,
First Class,Consumer,South,Office Supplies,5,0.0,6.46,Critical,
Second Class,Consumer,South,Office Supplies,2,0.0,9.5,Medium,
First Class,Consumer,North,Technology,4,0.0,728.97,Critical,
Second Class,Consumer,North,Office Supplies,3,0.0,1.92,Medium,
First Class,Home Office,EMEA,Office Supplies,2,0.6,1.4,Medium,
Standard Class,Corporate,Caribbean,Office Supplies,6,0.4,2.18,High,
Same Day,Consumer,Southeast Asia,Technology,3,0.35,140.77,Critical,
Standard Class,Home Office,Africa,Office Supplies,2,0.0,7.55,High,
Same Day,Consumer,Southeast Asia,Furniture,3,0.25,18.81,Critical,
Standard Class,Consumer,Central,Furniture,3,0.0,23.86,Low,
Standard Class,Consumer,Central,Office Supplies,5,0.0,6.39,Low,
Standard Class,Corporate,Southeast Asia,Office Supplies,3,0.17,7.56,Medium,
Standard Class,Consumer,South,Furniture,2,0.0,77.46,Low,Yes
Second Class,Consumer,West,Office Supplies,1,0.0,1.29,High,
Standard Class,Home Office,Africa,Office Supplies,2,0.0,10.22,High,
Standard Class,Corporate,Central,Furniture,2,0.2,3.29,Medium,
Standard Class,Home Office,South,Technology,8,0.0,258.84,Medium,
Standard Class,Corporate,Africa,Technology,1,0.0,14.51,Medium,
Standard Class,Consumer,South,Office Supplies,3,0.7,0.16,Medium,
Standard Class,Corporate,Southeast Asia,Technology,2,0.17,79.87,Medium,
Standard Class,Corporate,Central,Office Supplies,2,0.5,1.88,Medium,
Standard Class,Home Office,South,Office Supplies,4,0.0,7.69,Medium,
Standard Class,Home Office,Africa,Office Supplies,1,0.0,0.49,High,
Standard Class,Consumer,South,Office Supplies,3,0.0,7.03,Low,Yes
Standard Class,Corporate,Central,Technology,4,0.5,6.72,Medium,
Standard Class,Consumer,Central,Technology,7,0.15,53.45,Low,
Same Day,Consumer,Southeast Asia,Furniture,7,0.35,87.47,Critical,
Standard Class,Corporate,Central,Office Supplies,3,0.5,15.05,High,
Same Day,Corporate,Central,Office Supplies,5,0.1,77.7,Critical,
Standard Class,Corporate,Southeast Asia,Technology,3,0.17,30.19,Medium,
Standard Class,Home Office,South,Technology,2,0.0,6.67,Medium,
Second Class,Consumer,West,Office Supplies,11,0.0,26.21,High,
Standard Class,Home Office,South,Office Supplies,2,0.0,1.12,Medium,
Standard Class,Consumer,Central,Office Supplies,2,0.0,10.81,Low,
Second Class,Consumer,West,Office Supplies,7,0.0,8.84,High,
Standard Class,Consumer,EMEA,Office Supplies,1,0.0,1.53,Medium,
Standard Class,Corporate,Southeast Asia,Furniture,5,0.27,17.79,Medium,
Standard Class,Corporate,Central,Office Supplies,2,0.5,2.53,Medium,
Standard Class,Consumer,Central,Office Supplies,1,0.1,0.99,Low,
Standard Class,Home Office,Central Asia,Furniture,2,0.0,33.4,Low,
Second Class,Consumer,West,Office Supplies,3,0.0,9.95,High,
First Class,Corporate,Central,Technology,2,0.1,471.22,Medium,
Standard Class,Consumer,Central,Office Supplies,2,0.0,4.05,High,
First Class,Corporate,EMEA,Technology,2,0.0,159.47,Critical,
First Class,Corporate,South,Office Supplies,2,0.0,307.43,High,
First Class,Corporate,South,Office Supplies,4,0.0,24.15,High,
First Class,Corporate,EMEA,Technology,1,0.0,37.68,Critical,
First Class,Corporate,North,Office Supplies,7,0.0,107.61,Critical,
Standard Class,Consumer,South,Office Supplies,2,0.0,105.48,Low,
Same Day,Consumer,Caribbean,Furniture,1,0.4,6.87,High,
First Class,Corporate,North,Office Supplies,2,0.0,20.33,Critical,
Standard Class,Consumer,South,Office Supplies,2,0.0,1.58,Medium,
Same Day,Consumer,Caribbean,Furniture,5,0.2,12.19,High,
Same Day,Consumer,Caribbean,Furniture,3,0.4,25.69,High,
First Class,Corporate,Central,Furniture,2,0.0,12.17,High,
Standard Class,Consumer,East,Office Supplies,3,0.0,5.38,Medium,
Standard Class,Home Office,East,Technology,3,0.0,3.09,Medium,
Standard Class,Consumer,East,Office Supplies,6,0.2,1.65,Medium,
Same Day,Consumer,Caribbean,Office Supplies,3,0.2,2.9,High,
Standard Class,Consumer,South,Office Supplies,2,0.0,0.94,Medium,
First Class,Corporate,Central,Furniture,2,0.0,6.31,High,
Same Day,Consumer,Caribbean,Furniture,2,0.4,27.82,High,
Standard Class,Consumer,South,Furniture,3,0.0,8.28,Medium,
Standard Class,Corporate,Central,Office Supplies,6,0.0,9.66,Medium,
Same Day,Consumer,Caribbean,Technology,1,0.2,15.19,High,
Standard Class,Consumer,South,Technology,3,0.0,32.61,Low,
Standard Class,Consumer,Central,Technology,3,0.4,8.38,Medium,
Second Class,Consumer,North,Technology,4,0.0,96.39,High,
Standard Class,Consumer,Central,Office Supplies,3,0.4,27.55,Medium,
Second Class,Consumer,North,Office Supplies,2,0.0,8.19,Medium,
Second Class,Corporate,EMEA,Technology,2,0.0,94.47,High,
Second Class,Consumer,Africa,Technology,2,0.7,33.35,High,
Second Class,Consumer,North,Technology,3,0.0,30.94,High,
Standard Class,Home Office,South,Furniture,3,0.45,65.65,Medium,
Standard Class,Home Office,South,Furniture,3,0.2,20.18,Medium,
Standard Class,Consumer,Central,Furniture,2,0.0,11.73,High,
Standard Class,Consumer,Central,Office Supplies,3,0.4,4.6,Medium,
Standard Class,Home Office,South,Office Supplies,2,0.7,0.21,Medium,
Second Class,Corporate,Southeast Asia,Office Supplies,3,0.0,12.22,Medium,
Standard Class,Home Office,South,Furniture,2,0.45,17.75,Medium,
Second Class,Corporate,Southeast Asia,Technology,5,0.0,22.02,Medium,
Standard Class,Consumer,Central,Office Supplies,3,0.1,43.12,High,
Standard Class,Home Office,South,Office Supplies,2,0.2,1.78,High,
Second Class,Consumer,North,Office Supplies,4,0.0,9.08,High,
Standard Class,Home Office,South,Technology,2,0.2,20.62,High,
Second Class,Consumer,Oceania,Office Supplies,2,0.1,35.67,High,
Second Class,Consumer,North,Office Supplies,5,0.0,24.33,High,
Second Class,Corporate,Southeast Asia,Furniture,5,0.0,60.96,Medium,
Standard Class,Consumer,EMEA,Office Supplies,1,0.0,3.14,Medium,
Standard Class,Corporate,Central,Furniture,6,0.4,9.35,Medium,
Second Class,Consumer,Oceania,Office Supplies,2,0.1,2.44,High,
Standard Class,Corporate,North Asia,Furniture,3,0.0,16.04,Medium,
Second Class,Consumer,EMEA,Furniture,6,0.7,12.42,High,
Standard Class,Consumer,Central,Furniture,5,0.0,16.07,High,
Standard Class,Corporate,Central,Office Supplies,3,0.4,1.22,Medium,
Standard Class,Consumer,EMEA,Office Supplies,1,0.0,42.95,Medium,
Standard Class,Consumer,Central,Office Supplies,1,0.4,1.26,Medium,
Standard Class,Home Office,South,Technology,3,0.2,29.94,Medium,
Second Class,Consumer,North,Office Supplies,2,0.0,6.6,Medium,
Second Class,Consumer,EMEA,Office Supplies,4,0.7,1.76,High,
Standard Class,Consumer,South,Furniture,5,0.0,35.1,Medium,
Standard Class,Consumer,Africa,Office Supplies,4,0.0,23.03,Low,
Standard Class,Home Office,South,Office Supplies,1,0.0,0.66,High,Yes
Standard Class,Home Office,Caribbean,Office Supplies,3,0.4,1.25,Medium,
Standard Class,Consumer,Oceania,Office Supplies,2,0.1,1.48,Medium,
Second Class,Corporate,Oceania,Office Supplies,3,0.1,5.19,Medium,
Second Class,Corporate,EMEA,Office Supplies,1,0.0,1.97,High,
Standard Class,Home Office,South,Office Supplies,3,0.0,3.48,High,Yes
Standard Class,Consumer,North Asia,Office Supplies,3,0.0,2.98,Medium,
Standard Class,Consumer,EMEA,Office Supplies,1,0.6,1.11,Medium,
Standard Class,Corporate,Central,Office Supplies,2,0.1,6.21,High,
Standard Class,Consumer,EMEA,Furniture,1,0.6,16.66,Medium,
Standard Class,Corporate,Central,Furniture,5,0.0,315.73,High,
First Class,Corporate,South,Office Supplies,2,0.0,2.89,High,
Standard Class,Consumer,Central Asia,Office Supplies,3,0.5,1.73,Medium,
Standard Class,Consumer,Africa,Office Supplies,1,0.0,3.43,Medium,
Second Class,Corporate,Oceania,Technology,8,0.1,144.86,Medium,
Standard Class,Corporate,Southeast Asia,Furniture,4,0.35,57.02,Medium,
Standard Class,Home Office,EMEA,Office Supplies,1,0.6,0.35,Medium,
Standard Class,Corporate,Oceania,Office Supplies,1,0.4,2.16,High,
Standard Class,Home Office,Caribbean,Technology,3,0.7,8.2,Medium,
Standard Class,Home Office,Africa,Furniture,2,0.0,6.11,Medium,
Standard Class,Home Office,EMEA,Furniture,1,0.6,5.69,Medium,
First Class,Consumer,Central,Office Supplies,3,0.2,29.61,Medium,
Standard Class,Corporate,Central,Office Supplies,3,0.0,27.31,High,
First Class,Consumer,Oceania,Furniture,2,0.1,12.19,Medium,
Second Class,Consumer,North,Technology,7,0.0,234.85,Medium,
Standard Class,Corporate,Central,Furniture,1,0.0,4.78,High,
Standard Class,Consumer,South,Office Supplies,7,0.0,5.21,Medium,
Second Class,Home Office,EMEA,Furniture,2,0.0,139.44,High,
Standard Class,Consumer,North Asia,Furniture,3,0.0,10.49,Medium,
Second Class,Consumer,South,Technology,9,0.0,229.09,Critical,
Standard Class,Consumer,Africa,Office Supplies,1,0.0,2.22,Low,
Standard Class,Home Office,EMEA,Technology,1,0.6,1.64,Medium,
Standard Class,Consumer,Africa,Furniture,6,0.0,18.87,Medium,
Standard Class,Corporate,Southeast Asia,Furniture,6,0.25,63.59,Medium,
Standard Class,Consumer,EMEA,Office Supplies,4,0.6,4.0,Medium,
Second Class,Consumer,South,Office Supplies,1,0.0,7.23,Critical,
Standard Class,Consumer,Central Asia,Technology,9,0.5,1.18,Medium,
Standard Class,Corporate,Oceania,Technology,2,0.4,19.82,High,
Standard Class,Home Office,Caribbean,Technology,3,0.4,7.99,Medium,
Standard Class,Consumer,South,Furniture,2,0.0,6.63,Medium,
Standard Class,Home Office,Africa,Office Supplies,1,0.0,1.8,Medium,
First Class,Consumer,Central Asia,Furniture,7,0.0,95.3,High,
Second Class,Consumer,Oceania,Technology,2,0.4,8.49,Medium,
Standard Class,Consumer,EMEA,Furniture,2,0.6,12.03,Medium,
Standard Class,Consumer,EMEA,Office Supplies,6,0.6,5.84,Medium,
Standard Class,Consumer,EMEA,Furniture,2,0.6,2.5,Medium,
Standard Class,Corporate,Oceania,Furniture,4,0.4,140.59,High,
Second Class,Corporate,EMEA,Office Supplies,1,0.0,2.34,High,
Standard Class,Consumer,North Asia,Office Supplies,4,0.0,15.18,Medium,
Standard Class,Consumer,North Asia,Office Supplies,5,0.0,5.23,Medium,
Standard Class,Home Office,EMEA,Office Supplies,2,0.6,0.57,Medium,
Standard Class,Consumer,Central Asia,Office Supplies,4,0.5,2.24,Medium,
Standard Class,Consumer,North,Office Supplies,9,0.0,80.62,High,
Standard Class,Consumer,Africa,Office Supplies,1,0.0,0.81,Low,
Standard Class,Consumer,South,Office Supplies,2,0.0,0.69,Medium,
Standard Class,Consumer,Africa,Furniture,1,0.0,1.83,Medium,
First Class,Consumer,Central,Office Supplies,3,0.1,1.46,Medium,
Standard Class,Home Office,South,Furniture,7,0.0,25.53,High,Yes
Standard Class,Corporate,Southeast Asia,Office Supplies,2,0.47,1.19,Medium,
Standard Class,Home Office,EMEA,Office Supplies,1,0.6,0.95,Medium,
Standard Class,Corporate,Central,Technology,3,0.15,8.8,Medium,
Second Class,Corporate,South,Technology,3,0.1,128.71,High,
Standard Class,Corporate,Central,Technology,1,0.0,16.63,High,
Standard Class,Corporate,Central,Office Supplies,4,0.0,30.07,High,
Standard Class,Consumer,Africa,Office Supplies,1,0.0,3.41,Low,
First Class,Consumer,Central,Office Supplies,3,0.1,2.88,Medium,
Standard Class,Consumer,Central Asia,Technology,2,0.5,22.06,Medium,
Standard Class,Consumer,EMEA,Office Supplies,2,0.6,0.99,Medium,
Standard Class,Consumer,EMEA,Technology,2,0.0,8.27,Medium,
Standard Class,Home Office,South,Furniture,2,0.0,5.46,High,Yes
Standard Class,Corporate,Central Asia,Office Supplies,3,0.0,4.69,High,
Standard Class,Corporate,Oceania,Furniture,6,0.4,57.05,High,
Standard Class,Consumer,West,Technology,7,0.2,37.54,High,
Standard Class,Consumer,Caribbean,Office Supplies,3,0.0,1.14,High,
Standard Class,Home Office,Caribbean,Furniture,7,0.4,4.69,Medium,
Standard Class,Consumer,Oceania,Office Supplies,1,0.4,20.13,Low,
Standard Class,Corporate,Central,Furniture,2,0.0,28.24,High,
First Class,Consumer,Central,Technology,1,0.1,3.53,Medium,
Standard Class,Home Office,West,Technology,1,0.0,5.44,Medium,
Standard Class,Consumer,Oceania,Office Supplies,2,0.1,5.06,Medium,
Second Class,Corporate,Oceania,Office Supplies,3,0.1,5.5,Medium,
Standard Class,Consumer,Africa,Office Supplies,4,0.0,5.54,Medium,
Standard Class,Consumer,EMEA,Office Supplies,1,0.6,0.93,Medium,
Second Class,Corporate,EMEA,Office Supplies,8,0.0,69.58,High,
Standard Class,Consumer,EMEA,Office Supplies,1,0.6,0.36,Medium,
Standard Class,Consumer,Caribbean,Office Supplies,4,0.0,2.7,High,
Standard Class,Home Office,Caribbean,Furniture,2,0.7,1.55,Medium,
First Class,Consumer,Central,Office Supplies,3,0.1,5.04,Medium,
Standard Class,Consumer,North,Office Supplies,2,0.0,2.97,High,
Standard Class,Home Office,Africa,Office Supplies,1,0.0,0.6,Low,
Standard Class,Consumer,North,Office Supplies,2,0.0,2.05,High,
Second Class,Corporate,South,Office Supplies,1,0.4,1.71,High,
Second Class,Corporate,South,Office Supplies,1,0.6,0.38,High,
Second Class,Corporate,South,Office Supplies,4,0.6,1.18,High,
Second Class,Corporate,South,Office Supplies,4,0.4,2.22,High,
Second Class,Corporate,North Asia,Office Supplies,3,0.0,28.41,Critical,
Standard Class,Home Office,Africa,Office Supplies,6,0.0,7.39,Low,
Standard Class,Consumer,North,Technology,3,0.0,84.51,High,
Standard Class,Home Office,Africa,Office Supplies,6,0.0,21.43,Low,
Second Class,Corporate,North Asia,Office Supplies,2,0.0,6.99,Critical,
Standard Class,Home Office,Africa,Office Supplies,2,0.0,7.95,Low,
Second Class,Corporate,North Asia,Technology,2,0.0,25.75,Critical,
Second Class,Corporate,North Asia,Office Supplies,2,0.0,182.61,Critical,
Standard Class,Corporate,Central Asia,Technology,2,0.5,5.71,Medium,
Standard Class,Corporate,Central Asia,Office Supplies,4,0.5,2.25,Medium,
First Class,Consumer,East,Office Supplies,3,0.2,0.82,High,
Standard Class,Corporate,Central Asia,Furniture,2,0.2,3.41,Medium,
Standard Class,Corporate,Central,Office Supplies,3,0.0,0.86,Medium,
Standard Class,Corporate,Central Asia,Technology,2,0.5,23.67,Medium,
Second Class,Consumer,EMEA,Technology,2,0.0,25.16,Medium,
Standard Class,Corporate,Central Asia,Technology,4,0.5,36.05,Medium,
Second Class,Corporate,East,Technology,4,0.0,18.43,Medium,
First Class,Consumer,East,Technology,2,0.2,99.25,High,
Standard Class,Corporate,Central,Office Supplies,6,0.0,4.87,High,
Standard Class,Consumer,North,Technology,9,0.0,27.97,Medium,
Second Class,Consumer,EMEA,Office Supplies,1,0.0,2.3,Medium,
First Class,Consumer,East,Furniture,3,0.5,15.75,High,
Standard Class,Consumer,North,Furniture,1,0.2,3.48,Medium,
First Class,Consumer,East,Technology,3,0.2,0.44,High,
Standard Class,Consumer,West,Office Supplies,3,0.0,0.39,Medium,
First Class,Consumer,East,Technology,2,0.4,187.42,High,
Second Class,Consumer,Oceania,Office Supplies,6,0.1,22.15,Critical,
Standard Class,Corporate,Central Asia,Office Supplies,3,0.5,2.57,Medium,
Second Class,Consumer,East,Office Supplies,3,0.2,3.09,High,
Standard Class,Home Office,South,Office Supplies,3,0.0,4.6,Medium,
Standard Class,Home Office,Africa,Office Supplies,1,0.0,0.43,Medium,
First Class,Consumer,East,Office Supplies,3,0.2,2.26,High,
Same Day,Corporate,EMEA,Office Supplies,2,0.0,19.59,Critical,
Second Class,Consumer,EMEA,Technology,1,0.0,22.75,Medium,
Standard Class,Consumer,Central Asia,Office Supplies,5,0.0,2.68,Medium,
Standard Class,Consumer,Central Asia,Furniture,2,0.0,4.4,Medium,
Same Day,Corporate,Central Asia,Office Supplies,1,0.5,36.63,Medium,
Standard Class,Home Office,EMEA,Office Supplies,2,0.0,2.32,Low,
